id,common_name,scientific_name,confidence,rank,start_time,end_time,audio_path,county,lat,lon
716,Sooty grouse,Dendragapus fuliginosus,0.869,2,6993.36,7005.36,audio/test1.flac,Mono,38.49937,-119.13439
717,Downy woodpecker call,Dryobates pubescens,0.397,1,958.94,970.94,audio/test3.flac,Sonoma,38.8337,-122.45837
718,Hermit thrush,Catharus guttatus,0.704,3,10206.53,10218.53,audio/test2.flac,Napa,38.45471,-122.17506
719,Canada goose,Branta canadensis,0.702,2,9397.67,9409.67,,Mendocino,38.94806,-123.76234
720,Downy woodpecker call,Dryobates pubescens,0.712,1,9383.56,9395.56,audio/test1.flac,Modoc,41.41469,-120.88214
721,Sooty grouse,Dendragapus fuliginosus,0.904,2,611.16,623.16,audio/test2.flac,San Luis Obispo,35.14021,-120.13953
722,Wrentit,Chamaea fasciata,0.882,3,14297.06,14309.06,,Humboldt,40.32518,-123.91136
723,Common nighthawk boom,Chordeiles minor,0.738,1,5466.89,5478.89,audio/test1.flac,San Joaquin,37.82759,-121.23989
724,Common nighthawk call,Chordeiles minor,0.888,2,4506.73,4518.73,,Shasta,41.16865,-122.61842
725,Northern flicker series,Colaptes auratus,0.404,1,5999.13,6011.13,,Lassen,40.13299,-120.13928
726,Great horned owl,Bubo virginianus,0.432,1,3172.89,3184.89,,San Bernardino,34.90955,-114.54528
727,Steller's jay,Cyanocitta stelleri,0.648,1,12750.46,12762.46,audio/test3.flac,Placer,39.35915,-120.03302
728,Sooty grouse,Dendragapus fuliginosus,0.836,2,2688.65,2700.65,audio/test1.flac,Santa Clara,37.29792,-121.531
729,Dog barks,NA,0.243,1,10850.02,10862.02,,Lake,39.35828,-122.8123
730,Northern saw-whet owl,Aegolius acadicus,0.427,2,13432.24,13444.24,audio/test2.flac,Contra Costa,37.91013,-121.85205
731,Common nighthawk call,Chordeiles minor,0.648,3,1043.76,1055.76,,Shasta,41.1477,-122.47009
732,Northern saw-whet owl,Aegolius acadicus,0.445,1,6321.19,6333.19,audio/test1.flac,Riverside,33.43557,-116.63921
733,Canada goose,Branta canadensis,0.999,2,4031.11,4043.11,audio/test3.flac,Plumas,39.82122,-121.4135
734,Common raven,Corvus corax,0.979,2,58.2,70.2,,San Bernardino,34.20475,-115.53121
735,Downy woodpecker call,Dryobates pubescens,0.65,3,12777.91,12789.91,audio/test2.flac,Solano,38.42428,-121.83212
736,Common nighthawk call,Chordeiles minor,0.837,3,13764.87,13776.87,audio/test3.flac,Stanislaus,37.44343,-120.76427
737,Woodpecker spp. drum,NA,0.75,1,6514.64,6526.64,audio/test1.flac,Trinity,41.103,-122.46837
738,Downy woodpecker call,Dryobates pubescens,0.667,2,7790.74,7802.74,audio/test1.flac,Placer,38.74175,-121.44941
739,Sooty grouse,Dendragapus fuliginosus,0.991,1,1746.45,1758.45,audio/test2.flac,Tehama,40.00025,-122.67126
740,Olive-sided flycatcher,Contopus cooperi,0.694,3,8418.74,8430.74,,San Mateo,37.57334,-122.12832
741,Northern flicker 'skew',Colaptes auratus,0.569,2,11303.94,11315.94,,Kings,36.30997,-119.9408
742,Northern flicker series,Colaptes auratus,0.711,1,10484.05,10496.05,audio/test2.flac,Inyo,36.46463,-116.47168
743,Dog barks,NA,0.365,2,10360.6,10372.6,audio/test2.flac,San Francisco,37.77914,-122.41322
744,Wolf howl,Canis lupus,0.604,3,11610.88,11622.88,audio/test1.flac,Orange,33.94606,-117.96795
745,Swainson's thrush,Catharus ustulatus,0.875,1,7063.67,7075.67,audio/test1.flac,Yuba,39.24027,-121.05713
746,Common nighthawk call,Chordeiles minor,0.917,3,1688.82,1700.82,audio/test2.flac,San Diego,32.53252,-117.16622
747,Canada goose,Branta canadensis,0.736,1,10128.7,10140.7,audio/test3.flac,Siskiyou,41.54672,-122.46423
748,Steller's jay,Cyanocitta stelleri,0.878,3,4588.49,4600.49,audio/test2.flac,Alameda,37.65806,-122.23542
749,Hermit thrush,Catharus guttatus,0.842,2,8066.54,8078.54,audio/test1.flac,Del Norte,41.8527,-124.19002
750,Marbled murrelet,Brachyramphus marmoratus,0.81,3,6866.29,6878.29,audio/test3.flac,Sonoma,38.68603,-122.44012
751,Marbled murrelet,Brachyramphus marmoratus,0.844,3,9735.4,9747.4,audio/test2.flac,Imperial,32.99522,-114.82569
752,Northern flicker series,Colaptes auratus,0.785,3,1656.93,1668.93,audio/test3.flac,Butte,39.97648,-121.25587
753,Wrentit,Chamaea fasciata,0.653,3,359.2,371.2,audio/test3.flac,Calaveras,38.36051,-120.04256
754,Wolf howl,Canis lupus,0.578,3,13965.34,13977.34,,Orange,33.7337,-117.66501
755,Dog barks,NA,0.191,3,5745.28,5757.28,audio/test2.flac,Santa Cruz,36.95641,-121.72261
756,Northern saw-whet owl,Aegolius acadicus,0.501,3,10615.07,10627.07,audio/test3.flac,Calaveras,38.42701,-120.16246
757,Dog barks,NA,0.275,3,8850.57,8862.57,audio/test2.flac,Alameda,37.63113,-121.82502
758,Steller's jay,Cyanocitta stelleri,0.661,2,10148.74,10160.74,audio/test1.flac,Modoc,41.35632,-120.18976
759,Wrentit,Chamaea fasciata,0.907,2,461.32,473.32,audio/test2.flac,Riverside,33.57075,-116.24694
760,Downy woodpecker call,Dryobates pubescens,0.335,3,11264.71,11276.71,audio/test1.flac,Tulare,36.48079,-118.85222
761,Hermit thrush,Catharus guttatus,0.986,2,5858.37,5870.37,audio/test3.flac,El Dorado,38.8646,-120.65886
762,Great horned owl,Bubo virginianus,0.458,2,1715.61,1727.61,audio/test3.flac,Napa,38.81067,-122.25167
763,Woodpecker spp. drum,NA,0.944,3,13272.68,13284.68,,Ventura,34.48738,-119.31451
764,Great horned owl,Bubo virginianus,0.567,3,6135.54,6147.54,,Sutter,39.05457,-121.68437
765,Dog barks,NA,0.346,2,14269.15,14281.15,audio/test2.flac,Tuolumne,38.40764,-119.77084
766,Great horned owl,Bubo virginianus,0.57,3,9055.84,9067.84,audio/test1.flac,Humboldt,41.32779,-123.85575
767,Wrentit,Chamaea fasciata,0.853,1,10497.49,10509.49,audio/test2.flac,Kings,36.18798,-120.23752
768,Common nighthawk call,Chordeiles minor,0.844,2,4689.63,4701.63,audio/test1.flac,Orange,33.78349,-117.8721
769,Downy woodpecker call,Dryobates pubescens,0.722,1,3700.09,3712.09,audio/test3.flac,Shasta,40.49943,-122.72279
770,Northern saw-whet owl,Aegolius acadicus,0.412,2,9159.23,9171.23,audio/test2.flac,San Luis Obispo,35.24736,-120.0427
771,Great horned owl,Bubo virginianus,0.632,1,10827.29,10839.29,audio/test2.flac,Sierra,39.47061,-120.3381
772,Hermit thrush,Catharus guttatus,0.917,3,9942.9,9954.9,audio/test1.flac,El Dorado,38.75897,-120.5958
773,Northern flicker 'skew',Colaptes auratus,0.752,2,13509.55,13521.55,audio/test3.flac,Napa,38.49311,-122.44926
774,Steller's jay,Cyanocitta stelleri,0.64,3,8526.7,8538.7,audio/test1.flac,Sierra,39.77902,-121.0817
775,Downy woodpecker call,Dryobates pubescens,0.411,2,2362.72,2374.72,audio/test3.flac,Lake,38.78855,-122.36323
776,Woodpecker spp. drum,NA,0.733,2,6044.89,6056.89,,Sonoma,38.82414,-123.32844
777,Common nighthawk boom,Chordeiles minor,0.791,2,10457.95,10469.95,audio/test3.flac,Kern,34.94859,-117.89415
778,Downy woodpecker call,Dryobates pubescens,0.599,1,8469.3,8481.3,audio/test1.flac,Mono,38.2439,-118.26718
779,Marbled murrelet,Brachyramphus marmoratus,0.812,2,1045.77,1057.77,audio/test2.flac,Nevada,39.3309,-121.02102
780,Woodpecker spp. drum,NA,0.519,2,13048.7,13060.7,audio/test3.flac,Monterey,36.68618,-120.9914
781,Hermit thrush,Catharus guttatus,0.82,3,13385.34,13397.34,audio/test1.flac,Santa Clara,37.47434,-121.46389
782,Common nighthawk call,Chordeiles minor,0.871,3,7251.72,7263.72,,Butte,39.8836,-121.71694
783,Woodpecker spp. drum,NA,0.92,1,2836.19,2848.19,,Trinity,40.30199,-122.93959
784,Canada goose,Branta canadensis,0.92,1,4605.11,4617.11,,Glenn,39.62011,-122.4947
785,Swainson's thrush,Catharus ustulatus,0.985,2,11827.62,11839.62,audio/test3.flac,Tehama,40.34512,-122.95027
786,Woodpecker spp. drum,NA,0.74,2,10473.81,10485.81,audio/test3.flac,Sutter,38.80205,-121.45845
787,Woodpecker spp. drum,NA,0.729,1,7596.46,7608.46,audio/test3.flac,San Benito,36.36968,-121.43297
788,Olive-sided flycatcher,Contopus cooperi,0.873,1,12344.51,12356.51,,Alameda,37.71591,-121.55465
789,Northern flicker 'skew',Colaptes auratus,0.704,1,3888.16,3900.16,audio/test2.flac,Fresno,36.51073,-119.95526
790,Northern flicker 'skew',Colaptes auratus,0.551,2,10638.57,10650.57,,Madera,37.53838,-120.03032
791,Wrentit,Chamaea fasciata,0.771,3,3436.62,3448.62,,San Benito,36.60561,-120.88095
792,Downy woodpecker call,Dryobates pubescens,0.598,2,13961.46,13973.46,audio/test1.flac,Mono,38.00454,-118.16593
793,Olive-sided flycatcher,Contopus cooperi,0.911,3,10052.37,10064.37,,Siskiyou,41.60589,-122.92108
794,Downy woodpecker call,Dryobates pubescens,0.562,3,12445.55,12457.55,audio/test1.flac,Mono,37.47161,-119.59748
795,Steller's jay,Cyanocitta stelleri,0.644,2,3483.46,3495.46,audio/test2.flac,Santa Cruz,36.96635,-122.16798
796,Sooty grouse,Dendragapus fuliginosus,0.927,1,2445.49,2457.49,,Santa Clara,37.06757,-121.94305
797,Common nighthawk boom,Chordeiles minor,0.938,1,173.73,185.73,audio/test2.flac,Inyo,35.83674,-116.88472
798,Common raven,Corvus corax,0.82,3,461.09,473.09,audio/test2.flac,Del Norte,41.83773,-124.27384
799,Marbled murrelet,Brachyramphus marmoratus,0.717,3,4600.49,4612.49,audio/test1.flac,Lassen,41.01933,-120.54805
800,Swainson's thrush,Catharus ustulatus,0.999,3,4547.78,4559.78,audio/test1.flac,El Dorado,39.01269,-119.96641
801,Steller's jay,Cyanocitta stelleri,0.709,1,2814.64,2826.64,audio/test2.flac,Santa Barbara,34.44859,-119.92877
802,Hermit thrush,Catharus guttatus,0.969,1,4902.01,4914.01,audio/test3.flac,Modoc,41.46875,-121.1968
803,Sooty grouse,Dendragapus fuliginosus,0.819,3,3485.32,3497.32,audio/test3.flac,San Joaquin,37.72479,-121.36326
804,Steller's jay,Cyanocitta stelleri,0.802,2,8098.48,8110.48,audio/test3.flac,San Francisco,37.72612,-122.36085
805,Wrentit,Chamaea fasciata,0.887,3,10210.58,10222.58,audio/test3.flac,Riverside,33.44115,-117.44285
806,Hermit thrush,Catharus guttatus,0.911,1,13482.23,13494.23,audio/test3.flac,Tehama,40.12053,-122.95325
807,Northern flicker 'skew',Colaptes auratus,0.737,2,5560.53,5572.53,,Sierra,39.44109,-120.67972
808,Swainson's thrush,Catharus ustulatus,0.762,2,4870.93,4882.93,,Solano,38.1296,-122.03804
809,Hermit thrush,Catharus guttatus,0.761,3,6903.05,6915.05,audio/test1.flac,Sacramento,38.17752,-121.08581
810,Marbled murrelet,Brachyramphus marmoratus,0.871,3,5737.0,5749.0,audio/test1.flac,San Diego,33.0301,-116.33323
811,Common raven,Corvus corax,0.895,3,10269.32,10281.32,audio/test2.flac,Del Norte,41.6306,-124.29948
812,Wrentit,Chamaea fasciata,0.735,3,6207.79,6219.79,audio/test3.flac,Madera,36.89708,-119.76465
813,Marbled murrelet,Brachyramphus marmoratus,0.772,1,11544.38,11556.38,,Orange,33.60469,-117.64889
814,Northern flicker 'skew',Colaptes auratus,0.673,2,7283.95,7295.95,audio/test2.flac,Alameda,37.866,-121.55051
815,Steller's jay,Cyanocitta stelleri,0.925,3,6826.85,6838.85,,Humboldt,40.46154,-124.01503
816,Northern flicker series,Colaptes auratus,0.983,3,7747.93,7759.93,audio/test2.flac,Tehama,39.89557,-122.68437
817,Woodpecker spp. drum,NA,0.644,1,3008.6,3020.6,audio/test2.flac,Trinity,41.05755,-122.70891
818,Common raven,Corvus corax,0.752,1,13566.02,13578.02,,Del Norte,41.66274,-123.78119
819,Canada goose,Branta canadensis,0.999,1,4719.18,4731.18,audio/test1.flac,Stanislaus,37.51626,-120.67506
820,Common raven,Corvus corax,0.638,2,12847.34,12859.34,audio/test3.flac,Amador,38.21046,-120.54354
821,Northern flicker series,Colaptes auratus,0.657,1,8891.03,8903.03,audio/test2.flac,Los Angeles,34.37228,-118.24565
822,Swainson's thrush,Catharus ustulatus,0.646,3,6695.85,6707.85,audio/test2.flac,San Diego,32.6714,-116.83159
823,Marbled murrelet,Brachyramphus marmoratus,0.724,2,12635.91,12647.91,audio/test3.flac,Imperial,33.40238,-115.37427
824,Wolf howl,Canis lupus,0.932,2,10603.73,10615.73,audio/test1.flac,Orange,33.49221,-117.95219
825,Hermit thrush,Catharus guttatus,0.986,2,12188.05,12200.05,audio/test2.flac,El Dorado,39.0474,-120.50689
826,Sooty grouse,Dendragapus fuliginosus,0.639,3,3275.44,3287.44,audio/test3.flac,Lake,38.85966,-122.93143
827,Northern flicker 'skew',Colaptes auratus,0.812,1,8481.09,8493.09,audio/test3.flac,Placer,39.33311,-121.13955
828,Swainson's thrush,Catharus ustulatus,0.816,2,9524.18,9536.18,,Tehama,39.96163,-122.75517
829,Northern saw-whet owl,Aegolius acadicus,0.528,3,5467.98,5479.98,audio/test1.flac,Siskiyou,41.32364,-121.88638
830,Northern flicker 'skew',Colaptes auratus,0.979,3,1584.41,1596.41,audio/test1.flac,Madera,37.39682,-120.20186
831,Canada goose,Branta canadensis,0.91,3,10658.12,10670.12,audio/test2.flac,Sonoma,38.26827,-122.46901
832,Great horned owl,Bubo virginianus,0.482,3,11511.41,11523.41,,Yolo,38.53905,-122.19084
833,Dog barks,NA,0.232,1,6131.96,6143.96,audio/test1.flac,San Bernardino,34.61283,-116.68416
834,Dog barks,NA,0.254,1,4887.7,4899.7,audio/test2.flac,San Francisco,37.7916,-122.45677
835,Common nighthawk boom,Chordeiles minor,0.725,2,5411.45,5423.45,audio/test3.flac,Mendocino,38.94604,-123.70209
836,Olive-sided flycatcher,Contopus cooperi,0.7,2,5468.23,5480.23,audio/test1.flac,Los Angeles,33.77849,-118.64219
837,Wrentit,Chamaea fasciata,0.788,3,4993.15,5005.15,,San Benito,36.49546,-120.61221
838,Hermit thrush,Catharus guttatus,0.907,2,1532.25,1544.25,audio/test2.flac,Alpine,38.5432,-120.05435
839,Sooty grouse,Dendragapus fuliginosus,0.957,1,10251.38,10263.38,audio/test3.flac,Stanislaus,37.89805,-120.44577
840,Sooty grouse,Dendragapus fuliginosus,0.915,1,10857.09,10869.09,,Merced,37.33846,-121.07151
841,Steller's jay,Cyanocitta stelleri,0.907,3,13730.95,13742.95,,Trinity,40.81637,-122.76834
842,Great horned owl,Bubo virginianus,0.368,2,1914.16,1926.16,audio/test1.flac,Alameda,37.6292,-121.60458
843,Olive-sided flycatcher,Contopus cooperi,0.783,3,1751.73,1763.73,audio/test3.flac,Sonoma,38.61302,-122.9155
844,Common nighthawk call,Chordeiles minor,0.8,2,9024.49,9036.49,audio/test2.flac,Orange,33.72326,-117.71623
845,Woodpecker spp. drum,NA,0.952,1,9448.6,9460.6,audio/test3.flac,Glenn,39.32212,-122.2941
846,Woodpecker spp. drum,NA,0.829,1,4915.47,4927.47,,Sacramento,38.13988,-121.05924
847,Common nighthawk boom,Chordeiles minor,0.751,1,9534.91,9546.91,,Riverside,33.69945,-115.05435
848,Hermit thrush,Catharus guttatus,0.887,2,3270.7,3282.7,,San Luis Obispo,35.56853,-121.27047
849,Olive-sided flycatcher,Contopus cooperi,0.694,3,6997.39,7009.39,audio/test2.flac,Kern,35.36168,-117.83832
850,Northern flicker series,Colaptes auratus,0.599,2,5099.05,5111.05,audio/test2.flac,San Luis Obispo,35.44388,-119.81502
851,Sooty grouse,Dendragapus fuliginosus,0.848,3,2424.34,2436.34,,San Joaquin,37.7023,-121.42498
852,Steller's jay,Cyanocitta stelleri,0.813,2,14320.84,14332.84,,Alpine,38.45114,-120.06305
853,Canada goose,Branta canadensis,0.793,2,4622.98,4634.98,,Inyo,36.88345,-115.71974
854,Downy woodpecker call,Dryobates pubescens,0.348,1,8209.7,8221.7,audio/test2.flac,Solano,38.24893,-121.88365
855,Downy woodpecker call,Dryobates pubescens,0.722,1,10009.38,10021.38,audio/test2.flac,Kings,35.92339,-120.26435
856,Olive-sided flycatcher,Contopus cooperi,0.663,3,11025.82,11037.82,audio/test1.flac,Sutter,38.9041,-121.81092
857,Downy woodpecker call,Dryobates pubescens,0.608,2,8429.3,8441.3,audio/test1.flac,Mono,37.59526,-118.14818
858,Marbled murrelet,Brachyramphus marmoratus,0.983,1,1010.03,1022.03,audio/test1.flac,Siskiyou,41.79314,-122.37515
859,Downy woodpecker call,Dryobates pubescens,0.714,2,8812.27,8824.27,,Santa Barbara,34.73861,-119.85241
860,Dog barks,NA,0.234,2,2780.77,2792.77,,Sierra,39.81425,-120.38326
861,Common nighthawk boom,Chordeiles minor,0.669,1,6557.67,6569.67,audio/test1.flac,Yolo,38.39517,-121.82763
862,Great horned owl,Bubo virginianus,0.726,2,8169.55,8181.55,,Ventura,34.61321,-119.2886
863,Woodpecker spp. drum,NA,0.854,2,8472.55,8484.55,,Glenn,39.4258,-122.55122
864,Common raven,Corvus corax,0.667,1,12687.77,12699.77,audio/test2.flac,San Bernardino,35.15344,-115.12148
865,Great horned owl,Bubo virginianus,0.508,1,5911.31,5923.31,,Ventura,34.34403,-118.81924
866,Wrentit,Chamaea fasciata,0.709,3,14304.83,14316.83,audio/test2.flac,Lassen,40.2156,-120.37423
867,Olive-sided flycatcher,Contopus cooperi,0.763,2,10871.69,10883.69,,San Mateo,37.61393,-122.11121
868,Olive-sided flycatcher,Contopus cooperi,0.882,3,3438.29,3450.29,audio/test1.flac,Amador,38.57891,-120.64895
869,Canada goose,Branta canadensis,0.999,2,6988.16,7000.16,audio/test2.flac,San Mateo,37.20401,-122.20911
870,Common nighthawk call,Chordeiles minor,0.999,1,13496.61,13508.61,,Imperial,33.16334,-115.72743
871,Woodpecker spp. drum,NA,0.745,2,14328.91,14340.91,audio/test3.flac,Calaveras,37.87024,-120.2087
872,Wrentit,Chamaea fasciata,0.825,2,1574.36,1586.36,audio/test2.flac,Madera,36.9217,-119.69821
873,Olive-sided flycatcher,Contopus cooperi,0.698,3,2692.4,2704.4,audio/test2.flac,Siskiyou,41.66368,-122.16771
874,Great horned owl,Bubo virginianus,0.376,2,11203.6,11215.6,,Stanislaus,37.45145,-120.41315
875,Woodpecker spp. drum,NA,0.888,3,6661.2,6673.2,audio/test2.flac,Glenn,39.33089,-122.1596
876,Wrentit,Chamaea fasciata,0.764,1,7587.03,7599.03,,Humboldt,41.33524,-123.43508
877,Swainson's thrush,Catharus ustulatus,0.852,2,2859.94,2871.94,,Yuba,39.5809,-121.07504
878,Swainson's thrush,Catharus ustulatus,0.964,1,9763.34,9775.34,audio/test1.flac,Inyo,36.27356,-117.76675
879,Common nighthawk boom,Chordeiles minor,0.827,3,4910.56,4922.56,audio/test2.flac,Fresno,37.4723,-118.93563
880,Marbled murrelet,Brachyramphus marmoratus,0.723,2,2699.4,2711.4,,Imperial,32.96476,-115.74769
881,Northern flicker 'skew',Colaptes auratus,0.997,3,8832.13,8844.13,,Mariposa,37.23396,-119.72858
882,Common nighthawk boom,Chordeiles minor,0.73,3,9840.33,9852.33,audio/test3.flac,San Joaquin,38.09683,-121.44955
883,Common raven,Corvus corax,0.794,3,2684.5,2696.5,audio/test1.flac,Siskiyou,41.44293,-122.21436
884,Marbled murrelet,Brachyramphus marmoratus,0.728,2,13132.31,13144.31,audio/test2.flac,Placer,38.83208,-121.43696
885,Northern flicker 'skew',Colaptes auratus,0.999,1,12588.18,12600.18,audio/test1.flac,Kings,36.24235,-119.5791
886,Wrentit,Chamaea fasciata,0.713,2,13161.4,13173.4,audio/test2.flac,Madera,36.9464,-119.96344
887,Downy woodpecker call,Dryobates pubescens,0.465,1,6846.17,6858.17,audio/test2.flac,San Francisco,37.7938,-122.40437
888,Woodpecker spp. drum,NA,0.86,1,2255.7,2267.7,audio/test3.flac,Santa Clara,37.18737,-121.84134
889,Hermit thrush,Catharus guttatus,0.939,2,2690.47,2702.47,,El Dorado,39.00273,-120.29778
890,Common raven,Corvus corax,0.879,2,12645.98,12657.98,audio/test3.flac,San Luis Obispo,35.18917,-120.90415
891,Olive-sided flycatcher,Contopus cooperi,0.818,1,3361.55,3373.55,audio/test1.flac,Siskiyou,41.4364,-122.28445
892,Marbled murrelet,Brachyramphus marmoratus,0.793,1,13766.51,13778.51,audio/test1.flac,Butte,39.40072,-122.02116
893,Marbled murrelet,Brachyramphus marmoratus,0.748,2,8539.4,8551.4,audio/test1.flac,Del Norte,41.6017,-124.17736
894,Canada goose,Branta canadensis,0.999,2,12959.31,12971.31,,Humboldt,40.11627,-123.91077
895,Olive-sided flycatcher,Contopus cooperi,0.85,3,8198.24,8210.24,audio/test2.flac,Sonoma,38.33134,-122.56465
896,Steller's jay,Cyanocitta stelleri,0.788,1,1688.4,1700.4,audio/test2.flac,Tulare,35.86572,-119.01878
897,Olive-sided flycatcher,Contopus cooperi,0.987,3,12889.94,12901.94,,San Mateo,37.33318,-122.51323
898,Wrentit,Chamaea fasciata,0.614,3,3212.19,3224.19,audio/test2.flac,Inyo,36.45395,-116.11116
899,Olive-sided flycatcher,Contopus cooperi,0.833,3,5509.69,5521.69,audio/test3.flac,Ventura,34.30539,-119.22436
900,Common nighthawk boom,Chordeiles minor,0.937,2,1461.99,1473.99,audio/test1.flac,Mendocino,39.07153,-123.11643
901,Northern saw-whet owl,Aegolius acadicus,0.4,3,1263.09,1275.09,audio/test3.flac,San Diego,32.74175,-116.11779
902,Swainson's thrush,Catharus ustulatus,0.917,2,9929.66,9941.66,audio/test3.flac,Yuba,39.17637,-121.15854
903,Hermit thrush,Catharus guttatus,0.958,3,10207.26,10219.26,,Alpine,38.54556,-120.13358
904,Downy woodpecker call,Dryobates pubescens,0.397,1,10462.6,10474.6,audio/test2.flac,Yuba,39.11642,-121.53363
905,Northern flicker 'skew',Colaptes auratus,0.616,2,14384.34,14396.34,audio/test2.flac,Shasta,40.50806,-121.38437
906,Common nighthawk boom,Chordeiles minor,0.882,3,4793.42,4805.42,audio/test3.flac,Alameda,37.81019,-121.88937
907,Common nighthawk call,Chordeiles minor,0.762,1,4472.09,4484.09,audio/test1.flac,Imperial,32.71529,-114.69099
908,Wrentit,Chamaea fasciata,0.796,3,6645.05,6657.05,audio/test2.flac,San Benito,36.31017,-121.46655
909,Downy woodpecker call,Dryobates pubescens,0.579,2,9029.2,9041.2,,Mono,38.48608,-119.21042
910,Wolf howl,Canis lupus,0.89,3,3808.08,3820.08,,Santa Clara,37.35909,-121.58088
911,Olive-sided flycatcher,Contopus cooperi,0.954,2,3025.49,3037.49,,Solano,38.30166,-121.87214
912,Woodpecker spp. drum,NA,0.651,1,1052.13,1064.13,audio/test1.flac,Monterey,36.69616,-121.61266
913,Swainson's thrush,Catharus ustulatus,0.814,2,6976.8,6988.8,audio/test2.flac,Tulare,35.9972,-119.05015
914,Olive-sided flycatcher,Contopus cooperi,0.664,1,10421.79,10433.79,,Alameda,37.61902,-121.70586
915,Wrentit,Chamaea fasciata,0.696,2,6376.09,6388.09,audio/test3.flac,Madera,37.62675,-119.63894
916,Downy woodpecker call,Dryobates pubescens,0.711,1,10266.89,10278.89,,Tehama,40.06768,-121.81703
917,Steller's jay,Cyanocitta stelleri,0.767,2,12441.89,12453.89,audio/test1.flac,Yolo,38.38708,-121.6335
918,Woodpecker spp. drum,NA,0.875,1,5112.19,5124.19,audio/test2.flac,Mono,38.30131,-119.12418
919,Canada goose,Branta canadensis,0.835,3,5428.73,5440.73,audio/test1.flac,Nevada,39.52472,-120.44111
920,Northern saw-whet owl,Aegolius acadicus,0.408,2,485.97,497.97,,Calaveras,38.04673,-120.41294
921,Steller's jay,Cyanocitta stelleri,0.776,3,3520.32,3532.32,,Stanislaus,37.553,-120.88608
922,Great horned owl,Bubo virginianus,0.318,2,13176.06,13188.06,audio/test3.flac,Mendocino,39.90204,-123.76841
923,Sooty grouse,Dendragapus fuliginosus,0.761,1,694.29,706.29,,Tuolumne,38.25493,-119.58891
924,Woodpecker spp. drum,NA,0.826,1,12380.07,12392.07,audio/test2.flac,Sonoma,38.72711,-122.97452
925,Great horned owl,Bubo virginianus,0.585,1,1883.84,1895.84,audio/test2.flac,Kern,34.88922,-118.81427
926,Marbled murrelet,Brachyramphus marmoratus,0.679,1,10621.27,10633.27,,Shasta,40.94545,-122.69007
927,Great horned owl,Bubo virginianus,0.661,1,11028.17,11040.17,audio/test1.flac,Humboldt,40.54649,-123.726
928,Northern saw-whet owl,Aegolius acadicus,0.412,2,12906.83,12918.83,audio/test2.flac,Nevada,39.16879,-120.07418
929,Great horned owl,Bubo virginianus,0.663,2,6766.73,6778.73,audio/test2.flac,Merced,36.74819,-121.07683
930,Woodpecker spp. drum,NA,0.598,1,10317.8,10329.8,audio/test3.flac,Shasta,41.06075,-121.88371
931,Swainson's thrush,Catharus ustulatus,0.866,1,14230.88,14242.88,,Shasta,40.38932,-122.40189
932,Northern flicker series,Colaptes auratus,0.593,1,7224.19,7236.19,,Tuolumne,37.68585,-120.3976
933,Wrentit,Chamaea fasciata,0.708,2,7940.45,7952.45,audio/test1.flac,San Benito,36.86596,-120.69513
934,Olive-sided flycatcher,Contopus cooperi,0.746,3,11859.39,11871.39,audio/test2.flac,Solano,38.07304,-122.18725
935,Downy woodpecker call,Dryobates pubescens,0.59,1,3315.64,3327.64,,San Francisco,37.79198,-122.36127
936,Wolf howl,Canis lupus,0.728,2,3881.92,3893.92,audio/test3.flac,Glenn,39.43482,-122.36215
937,Wolf howl,Canis lupus,0.863,1,11199.32,11211.32,audio/test2.flac,Orange,33.63484,-117.59525
938,Downy woodpecker call,Dryobates pubescens,0.48,2,8252.65,8264.65,audio/test3.flac,Yuba,39.40278,-121.46401
939,Northern flicker 'skew',Colaptes auratus,0.544,3,5163.11,5175.11,audio/test2.flac,Merced,37.50909,-121.05025
940,Marbled murrelet,Brachyramphus marmoratus,0.961,1,13934.78,13946.78,audio/test2.flac,Kings,36.1611,-119.64772
941,Dog barks,NA,0.211,3,12971.53,12983.53,,Kings,36.33064,-120.2576
942,Great horned owl,Bubo virginianus,0.494,2,6057.02,6069.02,,San Luis Obispo,35.10228,-120.40959
943,Sooty grouse,Dendragapus fuliginosus,0.878,1,7408.15,7420.15,audio/test3.flac,Kings,36.29709,-120.0495
944,Marbled murrelet,Brachyramphus marmoratus,0.728,3,1969.91,1981.91,,Siskiyou,41.53718,-121.95408
945,Common nighthawk boom,Chordeiles minor,0.961,1,10549.48,10561.48,audio/test1.flac,Del Norte,41.97431,-124.16761
946,Olive-sided flycatcher,Contopus cooperi,0.999,1,4094.55,4106.55,audio/test3.flac,Placer,39.17086,-120.67278
947,Downy woodpecker call,Dryobates pubescens,0.574,3,4122.87,4134.87,audio/test3.flac,Amador,38.23949,-120.67815
948,Common raven,Corvus corax,0.73,3,7679.02,7691.02,audio/test3.flac,Sacramento,38.46823,-121.33891
949,Marbled murrelet,Brachyramphus marmoratus,0.663,3,10584.41,10596.41,audio/test2.flac,Kern,35.07942,-119.72797
950,Northern saw-whet owl,Aegolius acadicus,0.504,1,2218.01,2230.01,audio/test3.flac,Calaveras,37.96051,-120.46597
951,Downy woodpecker call,Dryobates pubescens,0.63,3,10417.22,10429.22,audio/test1.flac,Santa Barbara,34.69908,-120.18417
952,Hermit thrush,Catharus guttatus,0.732,1,650.86,662.86,audio/test1.flac,Modoc,41.2245,-120.26416
