id,common_name,scientific_name,confidence,rank,start_time,end_time,audio_path,county,lat,lon,date,ARU_ID
1129,Northern flicker series,Colaptes auratus,0.563,3,683.03,695.03,audio/test1.flac,Riverside,34.04358,-117.23222,2026-02-05,9874
1130,Sooty grouse,Dendragapus fuliginosus,0.999,3,6872.88,6884.88,audio/test3.flac,Santa Clara,37.40405,-121.63018,2026-04-23,2452
1131,Olive-sided flycatcher,Contopus cooperi,0.938,3,1908.69,1920.69,audio/test1.flac,Los Angeles,34.42402,-117.76312,2026-03-18,2452
1132,Steller's jay,Cyanocitta stelleri,0.872,1,6824.12,6836.12,audio/test3.flac,Modoc,41.48811,-120.78882,2026-03-31,2452
1133,Swainson's thrush,Catharus ustulatus,0.566,2,6335.35,6347.35,audio/test3.flac,Tehama,40.29608,-122.87008,2026-04-23,2452
1134,Dog barks,NA,0.05,1,2187.03,2199.03,audio/test2.flac,Santa Cruz,37.01283,-121.92539,2026-02-05,1556
1135,Downy woodpecker call,Dryobates pubescens,0.635,2,4577.06,4589.06,audio/test1.flac,San Francisco,37.82073,-122.36092,2026-03-13,1334
1136,Great horned owl,Bubo virginianus,0.404,1,6889.89,6901.89,audio/test2.flac,Alpine,38.53773,-119.75691,2026-01-02,4653
1137,Canada goose,Branta canadensis,0.798,3,6305.98,6317.98,audio/test3.flac,Sonoma,38.41385,-122.49239,2026-03-08,1556
1138,Downy woodpecker call,Dryobates pubescens,0.567,3,10464.65,10476.65,,San Francisco,37.77726,-122.41255,2026-01-25,9874
1139,Sooty grouse,Dendragapus fuliginosus,0.868,3,537.74,549.74,,San Benito,36.76966,-121.35192,2026-01-11,3332
1140,Northern flicker series,Colaptes auratus,0.773,2,10544.55,10556.55,,Trinity,40.3998,-123.25374,2026-01-31,1334
1141,Great horned owl,Bubo virginianus,0.416,2,10412.92,10424.92,audio/test3.flac,Alameda,37.87872,-122.14791,2026-04-03,1213
1142,Great horned owl,Bubo virginianus,0.551,1,14385.64,14397.64,,Tulare,36.17535,-118.44081,2026-02-22,9874
1143,Wrentit,Chamaea fasciata,0.619,3,4130.08,4142.08,audio/test1.flac,Kings,35.83496,-119.88154,2026-03-04,1556
1144,Olive-sided flycatcher,Contopus cooperi,0.804,2,10568.84,10580.84,,Napa,38.43546,-122.31214,2026-03-13,2212
1145,Northern flicker series,Colaptes auratus,0.778,1,2057.26,2069.26,audio/test2.flac,Glenn,39.49446,-122.05533,2026-04-08,1213
1146,Wrentit,Chamaea fasciata,0.707,3,5674.95,5686.95,audio/test1.flac,Lassen,40.10631,-120.19808,2026-01-31,1213
1147,Wrentit,Chamaea fasciata,0.95,3,12392.06,12404.06,audio/test1.flac,Sutter,39.22868,-121.81818,2026-03-30,2452
1148,Northern flicker 'skew',Colaptes auratus,0.72,1,8659.69,8671.69,audio/test3.flac,Tulare,36.15935,-118.25074,2026-03-02,9874
1149,Swainson's thrush,Catharus ustulatus,0.978,2,9517.21,9529.21,,San Diego,32.92418,-116.51996,2026-03-24,1213
1150,Wolf howl,Canis lupus,0.671,2,584.5,596.5,audio/test1.flac,Kings,36.0736,-120.20987,2026-04-02,2212
1151,Marbled murrelet,Brachyramphus marmoratus,0.751,1,4499.35,4511.35,audio/test3.flac,Sonoma,38.31919,-123.04772,2026-03-04,4653
1152,Swainson's thrush,Catharus ustulatus,0.73,1,13344.65,13356.65,audio/test3.flac,Butte,39.42558,-121.4091,2026-02-27,4653
1153,Northern saw-whet owl,Aegolius acadicus,0.574,2,12303.08,12315.08,,Calaveras,37.96089,-120.11968,2026-04-12,1213
1154,Northern flicker 'skew',Colaptes auratus,0.672,3,11810.32,11822.32,,Kings,36.47003,-119.57704,2026-01-03,1334
1155,Wolf howl,Canis lupus,0.658,2,13358.4,13370.4,audio/test1.flac,Trinity,40.62109,-123.31648,2026-01-12,3332
1156,Common raven,Corvus corax,0.91,2,13165.36,13177.36,audio/test2.flac,Butte,39.65465,-121.93233,2026-02-07,1334
1157,Downy woodpecker call,Dryobates pubescens,0.522,2,11980.54,11992.54,audio/test1.flac,Mendocino,38.7813,-123.18197,2026-01-29,2452
1158,Great horned owl,Bubo virginianus,0.694,3,4059.09,4071.09,,San Diego,32.75065,-117.44497,2026-02-21,2452
1159,Steller's jay,Cyanocitta stelleri,0.853,3,4180.41,4192.41,audio/test3.flac,Santa Barbara,34.77689,-120.21473,2026-03-30,1556
1160,Woodpecker spp. drum,NA,0.788,1,11107.8,11119.8,audio/test1.flac,Siskiyou,41.66569,-121.68912,2026-02-01,2212
1161,Marbled murrelet,Brachyramphus marmoratus,0.506,3,6341.54,6353.54,,Fresno,37.05663,-120.11757,2026-02-09,2212
1162,Canada goose,Branta canadensis,0.622,1,4958.74,4970.74,audio/test1.flac,Stanislaus,37.9294,-121.19064,2026-03-26,9874
1163,Steller's jay,Cyanocitta stelleri,0.852,1,3797.12,3809.12,audio/test1.flac,Placer,39.19094,-120.15912,2026-03-16,1213
1164,Northern saw-whet owl,Aegolius acadicus,0.351,1,12837.52,12849.52,audio/test2.flac,Glenn,39.32931,-122.57625,2026-02-17,2452
1165,Northern flicker 'skew',Colaptes auratus,0.577,3,5191.76,5203.76,audio/test1.flac,Kings,36.18872,-119.9071,2026-03-02,2452
1166,Hermit thrush,Catharus guttatus,0.985,1,1922.97,1934.97,audio/test1.flac,El Dorado,38.76584,-120.52078,2026-03-12,2452
1167,Olive-sided flycatcher,Contopus cooperi,0.999,2,9799.01,9811.01,,Napa,38.80959,-122.28107,2026-03-09,2452
1168,Swainson's thrush,Catharus ustulatus,0.672,3,4392.62,4404.62,audio/test1.flac,Imperial,33.2022,-114.52232,2026-02-14,3332
1169,Wrentit,Chamaea fasciata,0.743,2,4057.99,4069.99,audio/test2.flac,Contra Costa,37.81542,-121.76375,2026-02-24,1213
1170,Great horned owl,Bubo virginianus,0.603,3,3872.15,3884.15,audio/test3.flac,Humboldt,40.67957,-123.8703,2026-04-06,9874
1171,Northern flicker 'skew',Colaptes auratus,0.698,2,4742.21,4754.21,audio/test2.flac,Fresno,36.7707,-119.10512,2026-03-12,1213
1172,Common raven,Corvus corax,0.776,1,11273.85,11285.85,audio/test2.flac,San Joaquin,38.28804,-120.94764,2026-02-12,2452
1173,Steller's jay,Cyanocitta stelleri,0.566,3,10584.96,10596.96,,Modoc,41.32124,-120.20863,2026-02-15,4653
1174,Northern flicker series,Colaptes auratus,0.669,2,7149.72,7161.72,audio/test2.flac,Lake,39.27309,-122.5526,2026-03-31,2452
1175,Northern flicker 'skew',Colaptes auratus,0.999,3,265.81,277.81,audio/test2.flac,Placer,39.1006,-120.64962,2026-02-28,9874
1176,Dog barks,NA,0.201,2,6544.49,6556.49,audio/test2.flac,Los Angeles,33.85777,-118.29085,2026-02-04,1213
1177,Common nighthawk boom,Chordeiles minor,0.637,2,13150.05,13162.05,audio/test1.flac,Fresno,37.43137,-118.66168,2026-02-09,3332
1178,Northern saw-whet owl,Aegolius acadicus,0.369,3,3532.01,3544.01,audio/test1.flac,Alameda,37.4972,-121.53648,2026-02-02,9874
1179,Swainson's thrush,Catharus ustulatus,0.687,3,9131.78,9143.78,audio/test1.flac,Colusa,39.01512,-121.98858,2026-01-30,3332
1180,Northern flicker 'skew',Colaptes auratus,0.889,3,3613.92,3625.92,,San Diego,32.89946,-116.19826,2026-01-16,1213
1181,Northern flicker series,Colaptes auratus,0.849,1,7786.78,7798.78,audio/test2.flac,Inyo,35.88877,-117.67307,2026-04-03,1334
1182,Marbled murrelet,Brachyramphus marmoratus,0.701,2,7538.72,7550.72,audio/test1.flac,Plumas,40.28904,-121.32911,2026-01-25,4653
1183,Downy woodpecker call,Dryobates pubescens,0.543,3,3108.3,3120.3,audio/test3.flac,Mono,37.79841,-119.10727,2026-02-10,1334
1184,Olive-sided flycatcher,Contopus cooperi,0.884,3,2279.45,2291.45,audio/test3.flac,Madera,36.91539,-119.99099,2026-01-16,2452
1185,Steller's jay,Cyanocitta stelleri,0.865,1,10838.76,10850.76,audio/test1.flac,Placer,39.14921,-120.07421,2026-04-06,2212
1186,Northern saw-whet owl,Aegolius acadicus,0.579,1,14012.72,14024.72,,Calaveras,38.41804,-120.85894,2026-03-10,2452
1187,Dog barks,NA,0.332,3,10432.39,10444.39,audio/test2.flac,San Diego,32.7971,-117.11801,2026-04-08,3332
1188,Marbled murrelet,Brachyramphus marmoratus,0.769,3,7665.95,7677.95,,Santa Barbara,34.99853,-120.44952,2026-03-30,3332
1189,Common raven,Corvus corax,0.884,3,3690.28,3702.28,,Mono,38.48829,-119.36862,2026-01-24,2212
1190,Downy woodpecker call,Dryobates pubescens,0.468,1,7461.91,7473.91,audio/test3.flac,Riverside,33.68464,-116.1421,2026-01-25,4653
1191,Olive-sided flycatcher,Contopus cooperi,0.914,2,12072.64,12084.64,audio/test3.flac,Calaveras,38.26552,-120.0477,2026-01-28,2212
1192,Downy woodpecker call,Dryobates pubescens,0.609,2,3754.59,3766.59,audio/test3.flac,Los Angeles,34.7705,-117.81635,2026-04-05,1213
1193,Hermit thrush,Catharus guttatus,0.933,1,9949.69,9961.69,audio/test3.flac,San Joaquin,37.72946,-121.38659,2026-03-03,9874
1194,Woodpecker spp. drum,NA,0.866,1,8957.8,8969.8,audio/test2.flac,Inyo,36.81821,-117.81391,2026-02-05,4653
1195,Canada goose,Branta canadensis,0.966,1,4450.27,4462.27,audio/test3.flac,Butte,39.70427,-121.75712,2026-04-03,1334
1196,Great horned owl,Bubo virginianus,0.405,3,13529.88,13541.88,audio/test3.flac,Alpine,38.75072,-119.8813,2026-03-17,9874
1197,Sooty grouse,Dendragapus fuliginosus,0.976,1,5989.52,6001.52,audio/test3.flac,Tulare,35.88828,-118.4475,2026-04-08,2452
1198,Marbled murrelet,Brachyramphus marmoratus,0.999,3,5906.27,5918.27,audio/test1.flac,Santa Barbara,34.75104,-120.48565,2026-03-09,4653
1199,Downy woodpecker call,Dryobates pubescens,0.693,2,10937.76,10949.76,audio/test2.flac,Plumas,40.24887,-121.35893,2026-03-18,1556
1200,Marbled murrelet,Brachyramphus marmoratus,0.88,1,7661.67,7673.67,audio/test1.flac,Stanislaus,37.76274,-121.39573,2026-02-06,1334
1201,Sooty grouse,Dendragapus fuliginosus,0.624,2,4433.94,4445.94,audio/test3.flac,Madera,37.03884,-119.69017,2026-01-13,2452
1202,Canada goose,Branta canadensis,0.851,1,3818.13,3830.13,audio/test2.flac,Inyo,36.92331,-116.40388,2026-04-17,1334
1203,Common nighthawk call,Chordeiles minor,0.788,3,2366.15,2378.15,,Merced,36.87517,-120.10087,2026-01-25,3332
1204,Northern flicker 'skew',Colaptes auratus,0.888,2,3785.73,3797.73,audio/test3.flac,Plumas,40.25453,-120.99068,2026-02-07,1334
1205,Common raven,Corvus corax,0.937,3,9596.16,9608.16,audio/test3.flac,Del Norte,41.64633,-124.29051,2026-01-30,1334
1206,Woodpecker spp. drum,NA,0.827,1,11024.7,11036.7,,Glenn,39.67687,-122.32332,2026-02-16,9874
1207,Woodpecker spp. drum,NA,0.698,2,4457.63,4469.63,audio/test2.flac,Mono,38.23387,-118.67563,2026-01-23,4653
1208,Hermit thrush,Catharus guttatus,0.881,2,1276.94,1288.94,audio/test3.flac,Napa,38.3385,-122.12799,2026-02-08,2452
1209,Olive-sided flycatcher,Contopus cooperi,0.999,3,1746.35,1758.35,audio/test2.flac,Solano,38.13388,-122.34676,2026-01-02,1213
1210,Hermit thrush,Catharus guttatus,0.533,1,5227.72,5239.72,audio/test1.flac,Tehama,39.88441,-122.42279,2026-04-01,1334
1211,Steller's jay,Cyanocitta stelleri,0.721,3,4847.83,4859.83,,San Luis Obispo,35.62007,-120.48962,2026-03-10,9874
1212,Great horned owl,Bubo virginianus,0.611,1,8588.83,8600.83,audio/test3.flac,Humboldt,40.19723,-124.0834,2026-01-17,9874
1213,Sooty grouse,Dendragapus fuliginosus,0.912,2,9587.84,9599.84,audio/test1.flac,Tehama,40.09278,-122.11784,2026-02-05,1213
1214,Northern saw-whet owl,Aegolius acadicus,0.48,2,5985.16,5997.16,audio/test3.flac,Santa Clara,36.98537,-121.72682,2026-01-06,1556
1215,Woodpecker spp. drum,NA,0.696,2,12990.86,13002.86,audio/test3.flac,Calaveras,38.09705,-120.70059,2026-01-07,9874
1216,Steller's jay,Cyanocitta stelleri,0.778,1,8114.84,8126.84,audio/test2.flac,Santa Barbara,34.55736,-120.12738,2026-03-12,3332
1217,Swainson's thrush,Catharus ustulatus,0.85,2,3919.71,3931.71,,Mono,38.07087,-119.05649,2026-02-07,1556
1218,Canada goose,Branta canadensis,0.83,2,8528.18,8540.18,audio/test2.flac,Stanislaus,37.59804,-120.84533,2026-03-31,9874
1219,Sooty grouse,Dendragapus fuliginosus,0.752,2,10877.8,10889.8,,Nevada,39.38256,-120.90952,2026-05-01,3332
1220,Common raven,Corvus corax,0.947,2,1798.13,1810.13,audio/test1.flac,Lake,39.15023,-122.39182,2026-01-17,2212
1221,Swainson's thrush,Catharus ustulatus,0.757,1,1813.35,1825.35,,Yolo,38.6138,-121.63862,2026-03-23,2212
1222,Hermit thrush,Catharus guttatus,0.86,2,4538.22,4550.22,,San Diego,32.82331,-116.55308,2026-04-22,2452
1223,Northern flicker 'skew',Colaptes auratus,0.787,1,8955.84,8967.84,,San Bernardino,34.73497,-115.23168,2026-04-07,2452
1224,Great horned owl,Bubo virginianus,0.481,3,6960.24,6972.24,,Tulare,36.08958,-119.5061,2026-03-04,3332
1225,Swainson's thrush,Catharus ustulatus,0.741,3,5700.06,5712.06,audio/test3.flac,Tehama,40.17996,-122.28351,2026-01-14,9874
1226,Great horned owl,Bubo virginianus,0.473,1,11519.7,11531.7,audio/test1.flac,San Bernardino,35.46046,-116.25393,2026-04-22,1334
1227,Northern flicker 'skew',Colaptes auratus,0.828,3,1862.13,1874.13,audio/test3.flac,Ventura,34.20839,-119.16527,2026-01-02,9874
1228,Wrentit,Chamaea fasciata,0.759,2,5617.6,5629.6,,Mariposa,37.27231,-120.14348,2026-03-15,3332
1229,Dog barks,NA,0.05,2,9470.53,9482.53,,Sutter,39.31227,-121.53017,2026-02-06,4653
1230,Dog barks,NA,0.149,2,5958.03,5970.03,audio/test1.flac,Monterey,36.06526,-120.78914,2026-03-02,1213
1231,Dog barks,NA,0.322,2,8471.59,8483.59,audio/test3.flac,Santa Cruz,37.11697,-121.79537,2026-03-03,1213
1232,Wrentit,Chamaea fasciata,0.704,1,13715.11,13727.11,audio/test3.flac,Mariposa,37.61201,-119.42819,2026-02-26,2452
1233,Marbled murrelet,Brachyramphus marmoratus,0.826,2,8125.87,8137.87,audio/test2.flac,Siskiyou,41.53418,-123.53291,2026-02-13,2452
1234,Swainson's thrush,Catharus ustulatus,0.869,2,10936.0,10948.0,audio/test1.flac,San Diego,33.28822,-116.82397,2026-01-24,4653
1235,Great horned owl,Bubo virginianus,0.584,1,3403.57,3415.57,audio/test1.flac,Ventura,34.3743,-119.30821,2026-01-07,4653
1236,Northern saw-whet owl,Aegolius acadicus,0.516,3,7845.41,7857.41,audio/test2.flac,Sonoma,38.60177,-123.32163,2026-02-02,1213
1237,Dog barks,NA,0.349,3,6994.98,7006.98,audio/test2.flac,Mariposa,37.21201,-119.5996,2026-05-01,1556
1238,Marbled murrelet,Brachyramphus marmoratus,0.996,3,5159.98,5171.98,audio/test3.flac,Lassen,40.52788,-120.4495,2026-04-21,1213
1239,Northern saw-whet owl,Aegolius acadicus,0.395,3,14376.36,14388.36,audio/test1.flac,Contra Costa,37.77912,-121.75457,2026-03-03,2452
1240,Common nighthawk call,Chordeiles minor,0.986,1,7409.06,7421.06,audio/test1.flac,Santa Barbara,34.40361,-120.63381,2026-01-15,2452
1241,Olive-sided flycatcher,Contopus cooperi,0.913,1,10578.77,10590.77,,Sutter,38.97585,-121.78942,2026-04-16,2452
1242,Steller's jay,Cyanocitta stelleri,0.671,3,9279.87,9291.87,audio/test1.flac,Sacramento,38.18244,-121.05755,2026-01-09,1213
1243,Wolf howl,Canis lupus,0.672,1,4688.55,4700.55,audio/test2.flac,Tuolumne,37.79153,-120.41718,2026-02-21,2452
1244,Common raven,Corvus corax,0.924,3,4018.72,4030.72,audio/test2.flac,San Benito,36.40418,-121.10333,2026-03-04,4653
1245,Olive-sided flycatcher,Contopus cooperi,0.999,2,12692.85,12704.85,audio/test3.flac,Colusa,39.01314,-121.88468,2026-01-10,2452
1246,Northern flicker 'skew',Colaptes auratus,0.825,1,10896.77,10908.77,audio/test2.flac,Kings,36.44726,-120.11634,2026-03-15,4653
1247,Downy woodpecker call,Dryobates pubescens,0.614,2,3299.16,3311.16,,Mono,37.57855,-118.79162,2026-03-22,1556
1248,Northern flicker series,Colaptes auratus,0.944,2,6703.91,6715.91,audio/test3.flac,Riverside,33.99301,-115.28263,2026-03-29,9874
1249,Dog barks,NA,0.126,3,4314.55,4326.55,audio/test1.flac,Napa,38.60386,-122.25757,2026-01-07,4653
1250,Dog barks,NA,0.399,1,13500.98,13512.98,audio/test1.flac,Alpine,38.59293,-119.58802,2026-01-20,3332
1251,Sooty grouse,Dendragapus fuliginosus,0.678,2,1625.99,1637.99,,Inyo,37.31064,-116.94108,2026-01-20,4653
1252,Canada goose,Branta canadensis,0.999,2,3732.89,3744.89,,Stanislaus,37.51497,-121.12743,2026-04-14,9874
1253,Woodpecker spp. drum,NA,0.622,1,3252.65,3264.65,audio/test2.flac,San Mateo,37.61541,-122.30631,2026-03-14,9874
1254,Northern flicker series,Colaptes auratus,0.583,1,6571.95,6583.95,audio/test2.flac,Shasta,40.78517,-122.11618,2026-02-08,9874
1255,Woodpecker spp. drum,NA,0.798,3,7308.86,7320.86,,Santa Clara,37.23554,-121.38157,2026-01-11,4653
1256,Downy woodpecker call,Dryobates pubescens,0.669,2,5296.91,5308.91,audio/test1.flac,Colusa,38.99057,-122.52877,2026-02-01,2452
1257,Downy woodpecker call,Dryobates pubescens,0.623,2,2804.9,2816.9,,Riverside,33.89727,-117.01415,2026-01-16,2452
1258,Downy woodpecker call,Dryobates pubescens,0.304,1,9813.74,9825.74,audio/test2.flac,Imperial,32.96398,-114.72734,2026-03-13,4653
1259,Downy woodpecker call,Dryobates pubescens,0.778,3,13433.11,13445.11,,San Francisco,37.81299,-122.47623,2026-04-08,1334
1260,Steller's jay,Cyanocitta stelleri,0.795,3,8290.16,8302.16,audio/test1.flac,Placer,39.11979,-120.72105,2026-02-23,2212
1261,Common nighthawk boom,Chordeiles minor,0.725,3,3988.56,4000.56,audio/test2.flac,Kern,35.22499,-118.75251,2026-03-19,4653
1262,Downy woodpecker call,Dryobates pubescens,0.712,3,11887.88,11899.88,audio/test2.flac,Plumas,39.91685,-121.11768,2026-03-18,1213
1263,Wrentit,Chamaea fasciata,0.628,2,3890.6,3902.6,audio/test2.flac,Riverside,33.99965,-116.62055,2026-04-12,4653
1264,Olive-sided flycatcher,Contopus cooperi,0.695,3,4004.05,4016.05,audio/test1.flac,Sutter,38.79608,-121.66085,2026-03-21,9874
1265,Great horned owl,Bubo virginianus,0.458,1,5929.92,5941.92,audio/test3.flac,Kings,36.27258,-120.01486,2026-01-29,1334
1266,Sooty grouse,Dendragapus fuliginosus,0.741,3,13374.04,13386.04,audio/test1.flac,Tuolumne,38.06709,-120.01971,2026-04-10,1556
1267,Sooty grouse,Dendragapus fuliginosus,0.999,1,1331.77,1343.77,audio/test2.flac,Tulare,35.93079,-118.53806,2026-03-08,1556
1268,Canada goose,Branta canadensis,0.683,2,13326.42,13338.42,,Butte,39.61857,-121.44011,2026-02-18,3332
1269,Wrentit,Chamaea fasciata,0.762,1,12086.37,12098.37,audio/test2.flac,Riverside,33.91541,-115.31681,2026-02-27,1334
1270,Great horned owl,Bubo virginianus,0.495,2,13977.6,13989.6,audio/test2.flac,Plumas,39.86235,-121.29981,2026-04-27,2452
1271,Common raven,Corvus corax,0.905,1,12250.79,12262.79,audio/test1.flac,Glenn,39.58024,-122.15786,2026-02-26,1556
1272,Hermit thrush,Catharus guttatus,0.804,1,11556.51,11568.51,audio/test3.flac,Tehama,40.41605,-122.01897,2026-02-08,1334
1273,Swainson's thrush,Catharus ustulatus,0.999,2,12352.79,12364.79,audio/test3.flac,Colusa,38.95662,-122.59871,2026-04-21,1334
1274,Hermit thrush,Catharus guttatus,0.783,3,5752.16,5764.16,audio/test1.flac,El Dorado,39.06989,-120.05296,2026-03-17,2452
1275,Canada goose,Branta canadensis,0.819,2,11800.16,11812.16,audio/test1.flac,Amador,38.47956,-120.21885,2026-02-24,1556
1276,Northern flicker 'skew',Colaptes auratus,0.908,1,13766.36,13778.36,audio/test3.flac,Merced,37.59041,-121.08708,2026-02-09,1556
1277,Sooty grouse,Dendragapus fuliginosus,0.694,2,9364.95,9376.95,,Merced,36.83708,-121.14181,2026-03-14,2212
1278,Olive-sided flycatcher,Contopus cooperi,0.675,3,1718.54,1730.54,audio/test3.flac,Ventura,34.28936,-119.17119,2026-03-21,1334
1279,Northern flicker 'skew',Colaptes auratus,0.634,3,5020.16,5032.16,audio/test3.flac,San Luis Obispo,35.42817,-120.80809,2026-01-08,2452
1280,Canada goose,Branta canadensis,0.768,2,3919.4,3931.4,audio/test3.flac,Ventura,34.7183,-119.24494,2026-03-20,3332
1281,Dog barks,NA,0.209,2,7299.76,7311.76,,San Francisco,37.70367,-122.40008,2026-04-05,2452
1282,Olive-sided flycatcher,Contopus cooperi,0.73,3,7510.07,7522.07,audio/test3.flac,Yolo,38.66474,-122.2343,2026-01-13,3332
1283,Woodpecker spp. drum,NA,0.785,3,2733.98,2745.98,,Lake,39.23951,-122.75291,2026-04-08,4653
1284,Steller's jay,Cyanocitta stelleri,0.766,3,442.76,454.76,audio/test3.flac,Marin,38.22885,-122.98205,2026-01-27,1556
1285,Steller's jay,Cyanocitta stelleri,0.703,3,4048.87,4060.87,audio/test3.flac,Trinity,40.81278,-122.70177,2026-03-22,2212
1286,Marbled murrelet,Brachyramphus marmoratus,0.829,2,5621.39,5633.39,audio/test3.flac,Siskiyou,41.6572,-122.85054,2026-01-28,2452
1287,Dog barks,NA,0.318,1,10738.63,10750.63,,San Benito,36.59,-121.24679,2026-02-03,9874
1288,Steller's jay,Cyanocitta stelleri,0.866,1,3118.39,3130.39,audio/test3.flac,Modoc,41.46452,-121.07347,2026-03-26,4653
1289,Common raven,Corvus corax,0.847,1,13252.67,13264.67,,Del Norte,41.89105,-123.79081,2026-01-11,1334
1290,Sooty grouse,Dendragapus fuliginosus,0.809,3,12710.5,12722.5,audio/test1.flac,Monterey,36.06602,-120.74827,2026-01-21,1213
1291,Dog barks,NA,0.275,3,8517.26,8529.26,audio/test2.flac,Sierra,39.56771,-120.7334,2026-01-31,3332
1292,Canada goose,Branta canadensis,0.894,1,4054.21,4066.21,audio/test3.flac,San Mateo,37.44963,-122.1522,2026-01-23,2452
1293,Downy woodpecker call,Dryobates pubescens,0.534,3,3265.21,3277.21,audio/test1.flac,Yuba,39.1839,-121.00551,2026-03-12,9874
1294,Northern flicker series,Colaptes auratus,0.479,2,9551.0,9563.0,,Santa Clara,37.01867,-121.95767,2026-01-10,1334
1295,Northern flicker 'skew',Colaptes auratus,0.738,2,1571.54,1583.54,audio/test3.flac,Mono,38.25701,-117.8312,2026-01-21,2452
1296,Woodpecker spp. drum,NA,0.777,1,8505.26,8517.26,audio/test1.flac,Mendocino,39.65482,-123.97443,2026-01-01,2452
1297,Swainson's thrush,Catharus ustulatus,0.806,2,10771.58,10783.58,audio/test1.flac,Santa Cruz,36.9601,-122.10728,2026-02-22,1556
1298,Common nighthawk boom,Chordeiles minor,0.821,2,8351.71,8363.71,audio/test2.flac,Riverside,33.47163,-116.9646,2026-02-27,2212
1299,Downy woodpecker call,Dryobates pubescens,0.575,1,9332.72,9344.72,,Los Angeles,33.90717,-117.66532,2026-03-30,4653
1300,Downy woodpecker call,Dryobates pubescens,0.668,3,3742.02,3754.02,audio/test3.flac,Mendocino,39.70323,-123.02005,2026-03-18,2212
1301,Dog barks,NA,0.079,2,22.42,34.42,audio/test3.flac,Del Norte,41.70464,-123.6576,2026-03-02,1213
1302,Common nighthawk call,Chordeiles minor,0.667,3,3123.06,3135.06,audio/test2.flac,Plumas,40.00865,-120.58318,2026-02-07,2212
1303,Olive-sided flycatcher,Contopus cooperi,0.795,3,5816.45,5828.45,,Trinity,40.34252,-123.42368,2026-01-05,1556
1304,Sooty grouse,Dendragapus fuliginosus,0.891,2,11547.33,11559.33,audio/test2.flac,San Joaquin,38.22054,-121.10091,2026-01-30,1334
1305,Olive-sided flycatcher,Contopus cooperi,0.883,2,11495.97,11507.97,audio/test2.flac,Siskiyou,41.87816,-121.39766,2026-02-06,1213
1306,Common raven,Corvus corax,0.999,3,14194.2,14206.2,audio/test2.flac,Monterey,36.69967,-121.9303,2026-04-01,1334
1307,Swainson's thrush,Catharus ustulatus,0.856,2,5961.63,5973.63,audio/test2.flac,Butte,39.98924,-121.28188,2026-02-06,9874
1308,Great horned owl,Bubo virginianus,0.489,1,2892.14,2904.14,audio/test2.flac,San Bernardino,34.26051,-116.57338,2026-03-31,9874
1309,Woodpecker spp. drum,NA,0.999,1,2104.82,2116.82,audio/test1.flac,Kern,35.66017,-119.04684,2026-04-21,2212
1310,Dog barks,NA,0.271,1,6769.7,6781.7,audio/test2.flac,Santa Cruz,36.99243,-121.74044,2026-02-28,1213
1311,Olive-sided flycatcher,Contopus cooperi,0.903,1,11683.2,11695.2,,Riverside,33.66037,-115.55646,2026-01-10,4653
1312,Common nighthawk boom,Chordeiles minor,0.886,2,3864.55,3876.55,,Del Norte,41.5646,-123.77938,2026-03-29,4653
1313,Woodpecker spp. drum,NA,0.766,1,10127.67,10139.67,audio/test3.flac,Mono,37.73073,-118.28797,2026-01-30,2212
1314,Northern flicker 'skew',Colaptes auratus,0.875,2,14399.01,14411.01,audio/test1.flac,Alpine,38.54746,-119.72646,2026-04-29,4653
1315,Great horned owl,Bubo virginianus,0.633,2,12234.02,12246.02,audio/test1.flac,Riverside,33.93471,-114.93727,2026-02-03,1556
1316,Common nighthawk boom,Chordeiles minor,0.879,3,13583.35,13595.35,audio/test2.flac,Del Norte,41.91563,-124.16146,2026-04-11,1556
1317,Common raven,Corvus corax,0.854,1,4272.98,4284.98,audio/test2.flac,Orange,33.66777,-118.04674,2026-04-12,4653
1318,Common nighthawk boom,Chordeiles minor,0.999,3,9964.07,9976.07,audio/test3.flac,Del Norte,41.91374,-123.72661,2026-03-22,3332
1319,Northern saw-whet owl,Aegolius acadicus,0.518,1,13328.99,13340.99,audio/test1.flac,Tulare,36.23245,-118.76306,2026-03-17,3332
1320,Steller's jay,Cyanocitta stelleri,0.672,3,10604.08,10616.08,audio/test3.flac,Ventura,34.12397,-119.25701,2026-03-26,4653
1321,Great horned owl,Bubo virginianus,0.474,3,8324.43,8336.43,audio/test3.flac,Yolo,38.84815,-121.51969,2026-04-13,3332
1322,Swainson's thrush,Catharus ustulatus,0.956,2,5438.63,5450.63,,Inyo,37.15083,-118.25125,2026-04-30,2452
1323,Wolf howl,Canis lupus,0.834,3,9955.32,9967.32,audio/test1.flac,Santa Clara,36.90935,-121.80913,2026-01-26,1556
1324,Hermit thrush,Catharus guttatus,0.889,1,758.06,770.06,audio/test1.flac,Modoc,41.60392,-120.56378,2026-02-24,9874
1325,Woodpecker spp. drum,NA,0.808,2,3129.18,3141.18,audio/test2.flac,Santa Barbara,35.1146,-120.36204,2026-01-15,1334
1326,Woodpecker spp. drum,NA,0.744,3,2710.05,2722.05,audio/test2.flac,Glenn,39.6646,-122.46476,2026-03-11,1334
1327,Woodpecker spp. drum,NA,0.823,1,9151.94,9163.94,audio/test1.flac,Mendocino,39.10605,-123.17079,2026-01-29,3332
